Title,City,State,Start,End,Language,Category
Sunday School Journal and Gazette of Education,Philadelphia,PA,1/18/1843,12/20/1848,English,Sunday schools--Periodicals.
"Sunday School Magazine, The",New York,NY,1/1/1839,1/1/1839,English,Sunday school literature.
"Sunday School Teacher and Children's Friend, The",Boston,MA,4/1/1838,4/1/1838,English,Sunday schools--Periodicals.
"Sunday School Teacher, The",Boston,MA,6/1/1839,5/1/1840,English,Religious periodicals
Suplement Tw Ae Wecli Fonetic Advocet,Cincinnati,OH,11/1/1850,3/6/1851,English,Phonetic spelling--Periodicals.Shorthand--Periodicals.Spelling reform--Periodicals.
Supplement to the Courant,Hartford,CT,4/21/1838,12/25/1852,English,Literary periodicals.
"Sure Word of Prophecy, The",Albany,NY,3/4/1844,10/1/1845,English,Adventists--Periodicals.
"Swedenborg Library, The",New York,NY,1/1/1846,11/15/1847,English,Spiritualism--Periodicals.
Sword of Truth,Lowell,MA,4/1/1842,12/23/1842,English,Religious periodicals.
"Symbol and Odd Fellow's Magazine, The",Boston,MA,2/1/1843,6/1/1846,English,Friendly society--periodicals.
"Syracusean and United States Review, The",Syracuse,NY,5/1/1851,5/1/1851,English,Literary periodicals.
"Syracusean, The",Syracuse,NY,10/1/1850,1/1/1851,English,Literary periodicals.
T.C.A. Casket,West Poultney,VT,5/1/1846,8/1/1846,English,Student periodicals.Juvenile literature--Periodicals.
"Tailor's Guide: And Quarterly Reporter of Fashions, The",Unknown,Unknown,1/1/1841,1/1/1841,English,Fashion--Periodicals.
"Tailors' Magazine and Quarterly Report of Fashions, The",New York,NY,4/1/1838,4/1/1838,English,Tailoring--Periodicals.
Tales of the Day,Boston,MA,1/1/1838,1/1/1839,English,English literature--Periodicals.
"Talisman, The",Dorchester,MA,7/4/1848,7/4/1848,English,Death--Periodicals. Cemeteries--Periodicals. Bazaars (Charities)--Massachusetts--Boston--Periodicals.
"Tattler, The",Richmond,VA,2/29/1840,9/19/1840,English,Literary periodicals.
"Teacher of Health and the Laws of the Human Constitution, The",Boston,MA,1/1/1843,12/1/1843,English,Health--Periodicals.Hygiene--Periodicals.Adventists--Periodicals.
Temperance Advocate,Taunton,MA,11/7/1849,11/7/1849,English,Temperance periodicals.
Temperance Advocate and Juvenile Miscellany,North Sprigfield,VT,11/1/1841,7/1/1842,English,Temperance periodicals. Children's periodicals. Juvenile literature--Periodicals.
"Temperance Annual, or Cold Water Magazine",Providence,RI,1/1/1843,6/1/1843,English,Temperance periodicals.Music periodicals.
"Temperance Banner, The",Penfield,GA,6/19/1852,6/19/1852,English,Temperance periodicals.
Temperance Hornet,Concord,NH,4/10/1844,5/1/1844,English,Temperance periodicals.
Temperance Journal,Boston,MA,7/1/1840,7/1/1847,English,Temperance periodicals.Music periodicals.
"Temperance Journal, and Total Abstinence Gazette",Boston,MA,3/1/1838,4/1/1840,English,Temperance periodicals.
Temperance Mirror,Dover,NH,1/1/1838,1/1/1838,English,Temperance periodicals.
"Temperance Offering, The",Salem,MA,2/1/1845,1/1/1846,English,Temperance periodicals.
Temperance Review,Concord,NH,11/1/1846,11/1/1846,English,Temperance periodicals.
"Temperance Standard, The",Wilmington,DE,4/2/1842,4/2/1842,English,Temperance periodicals.
Temperance Watchman,Portland,ME,8/30/1851,8/30/1851,English,Temperance periodicals.
"Temple, The",Harrisburg,PA,5/1/1851,12/1/1852,English,Masonic periodicals.
"Temple: A Monthly Magazine Devoted to Masonry Literature and Science, The",Carlisle,PA,7/1/1851,12/1/1852,English,Masonic periodicals.
Tennessee Baptist,Nashville,TN,8/9/1851,12/18/1852,English,Religious periodicals.Prices current.
"Tennessee Farmer, The",Jonesborough,TN,2/1/1839,3/1/1839,English,Agriculture--Tennessee--Periodicals.Horticulture--Tennessee--Periodicals.
"The Uncas monument, 1492: Published Once in Three Hundred and Fifty Years",Norwich,CT,1/1/1842,1/1/1842,English,Fair and exhibition periodicals.
"Theological and Literary Journal, The",New York,NY,7/1/1848,10/1/1852,English,Theology--Periodicals.Philosophy--Periodicals.Adventists--Periodicals.
"Theological Medium, The",Union Town,PA,9/1/1845,9/1/1845,English,Presbyterianism--Periodicals.
Thomsonian Advertiser,Boston,MA,10/1/1844,10/1/1844,English,"Medicine, Botanic--Periodicals."
Thomsonian Messenger,Norwich,CT,1/1/1842,1/1/1842,English,"Medicine, Botanic--Periodicals."
"Thomsonian Scout, The",Burlington,VT,11/15/1841,11/1/1842,English,"Medicine, Botanic--Periodicals."
"Thomsonian, The",Poughkeepsie,NY,5/12/1838,5/15/1840,English,"Medicine, Botanic--Periodicals."
"Thomsonian, The",Poughkeepsie,NY,6/15/1845,6/1/1846,English,"Medicine, Botanic--Periodicals."
Times and Seasons,Commerce,IL,11/1/1839,2/15/1846,English,Mormons--Periodicals.
Today,Boston,MA,1/3/1852,12/25/1852,English,Literary periodicals.
"Torch Light, or The Advocate of the Temperance Alliance, The",New York,NY,1/1/1852,1/1/1852,English,Temperance periodicals.Gratis periodicals.
"Total Abstinent, The",Norwich,CT,3/1/1842,3/1/1842,English,Temperance periodicals.
"Transactions of the American Historical Society: Instituted at the City of Washington, October 12, 1835",Washington D.C.,USA,10/12/1839,10/12/1839,English,History periodicals.
"Treatise on First Dentition and the Frequently Serious Disorders Which Depend Upon It, A",New York,NY,1/1/1841,1/1/1841,English,Dentistry.Teeth--Diseases.Teeth--Care and hygiene.
"Truce, The",Milwaukee,MN,11/25/1847,11/25/1847,English,"Mexican War, 1846-1848--Periodicals."
"True Catholic, The",Baltimore,MD,5/1/1843,12/1/1852,English,Religious periodicals.
"True Midnight Cry, The",Haverhill,MA,8/22/1844,10/4/1844,English,Adventists--Periodicals.
"True Union Flag: An Independent Fireside Miscellany, for the Amusement and Instruction of the People, The",New York,NY,11/6/1852,11/6/1852,English,Periodicals. Relief prints. Ornate types (Type evidence).
"True Wesleyan, The",Lowell,MA,1/7/1843,12/28/1844,English,Methodist Church--Periodicals.
"True Workingman, The",Lynn,MA,12/13/1845,12/20/1845,English,Labor periodical.
"Trump of Jubilee, The",Seneca Falls,NY,4/1/1846,4/1/1846,English,Adventists--Periodicals.
"Trumpet of Alarm, The",Philadelphia,PA,4/17/1843,4/24/1843,English,Adventists--Periodicals.
"Truth Seeker, The",New York,NY,6/2/1845,6/2/1845,English,Medical periodicals.Advertising periodicals.
"Tuckett's Monthly Insurance Journal, Health and Friendly Societies' Monitor",Philadelphia,PA,1/15/1852,12/15/1852,English,Insurance--United States--Periodicals.
"Two Worlds, The",New York,NY,5/7/1843,5/7/1843,English,Literary periodicals.
"Two Worlds, The",New York,NY,2/2/1850,10/26/1850,English,Literary periodicals.
"Tyronian, The",Mansfield,MA,12/1/1846,12/1/1846,English,School-based publication.
U.S Military Magazine,York,PA,7/1/1840,6/1/1841,English,Military periodicals.
U.S Military Magazine and Record of All the Volunteers Together With Army & Navy,Philadelphia,PA,10/1/1839,10/1/1839,English,Military periodicals.Maritime periodicals.
Uncle Ezekiel's Youth's Cabinet,Concord,NH,5/1/1844,3/15/1846,English,Children's periodicals.Juvenile literature--Periodicals.
Uncle Tom's Journal,Boston,MA,12/25/1852,12/25/1852,English,Advertising periodicals.Theater periodicals.
Undercurrent: Organ of the S. & D. of T. in New Hampshire,Concord,NH,7/1/1850,7/1/1850,English,Temperance periodicals.
Union Agriculturist and Western Prairie Farmer.,Chicago,IL,1/1/1841,3/1/1841,English,Agricultural periodicals.
"Union Magazine of Literature & Art, The",New York,NY,7/1/1847,6/1/1848,English,Literature--Periodicals.
Union Missionary,New York,NY,5/1/1844,12/1/1845,English,Slavery and the church--Periodicals.
"Unit, The",New York,NY,10/1/1850,9/2/1851,English,Unitarianism--Periodicals.
"Unitarian and Foreign Religious Miscellany, The",Boston,MA,1/1/1847,1/1/1847,English,Unitarianism--Periodicals.
"United Brethren's Missionary Intelligencer and Religious Miscellany, The",Philadelphia,PA,7/1/1838,10/1/1849,English,Moravians--Missions--Periodicals.
United Service Journal,New York,NY,6/22/1850,6/21/1851,English,Maritime periodicals.Military periodicals.
"United States Catholic Magazine and Monthly Review, The",Baltimore,MD,1/1/1844,12/1/1848,English,Religious periodicals.
"United States Christian Magazine, The",New York,NY,5/12/1849,12/12/1850,English,Religious periodicals.
"United States Farmer and Journal of American Institutes, The",New York,NY,1/1/1842,10/1/1843,English,Agriculture--Periodicals.
"United States Farmer and Spirit of American Institutes, The",New York,NY,1/1/1842,10/1/1843,English,Agriculture--Periodicals.
United States Horoscope,Philadelphia,PA,5/1/1843,5/1/1843,English,Horoscopes--Periodicals.
United States Horoscope and Meteorologist,Philadelphia,PA,11/1/1841,4/1/1842,English,Horoscopes--Periodicals.
United States Horoscope and Scientific and Literary Messenger,Philadelphia,PA,6/1/1844,6/1/1844,English,Horoscopes--Periodicals.
United States Journal,New York,NY,12/1/1852,12/1/1852,English,Literary periodicals.Mechanics' periodicals.Agricultural periodicals.
"United States Literary Advertiser and Publishers' Circular, The",New York,NY,8/1/1841,8/1/1841,English,Publishers' catalogs--New York (State)--New York.Literary periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,1/1/1838,12/1/1851,English,United States --Politics and government --Periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,1/1/1838,1/2/1838,English,Political periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,4/1/1838,4/2/1838,English,Political periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,11/1/1838,11/2/1838,English,Political periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,3/1/1838,7/1/1838,English,Political periodicals.
"United States Magazine and Democratic Review, The",Washington D.C.,USA,5/1/1838,5/2/1838,English,Political periodicals.
United States Monthly Advertiser: Advertising Sheet of the United States Magazine and Democratic Review,Washington D.C.,USA,4/1/1838,4/1/1838,English,Advertising--Books--Periodicals.Advertising--Type and type-founding--Periodicals.
United States Monthly Law Magazine Advertiser,New York,NY,1/1/1851,3/1/1851,English,Lawyers' periodicals.
United States Monthly Law Magazine and Examiner,New York,NY,1/1/1851,7/1/1852,English,"Law reports, digests, etc.--United States--Periodicals.Law--United States--Periodicals."
"United States Monthly Law Magazine, The",New York,NY,1/1/1850,4/1/1850,English,"Law reports, digests, etc.--United States--Periodicals.Law--United States--Periodicals."
United States Nautical Magazine,New York,NY,3/1/1845,6/1/1845,English,Naval art and science--Periodicals.
"United States Postal Guide and Official Advertiser, The",Washington D.C.,USA,4/1/1852,4/1/1852,English,Postal service--United States--Periodicals.Postal service--United States--History--Periodicals.
"Univerc?lum and Spiritual Philosopher, The",New York,NY,12/4/1847,6/30/1849,English,Religion--Philosophy--Periodicals.Spiritualism--Periodicals.Adventists--Periodicals.
"Universal Phonographer, The",New York,NY,1/1/1851,1/1/1852,English,Shorthand--Periodicals.
"Universal Register, The",Washington D.C.,USA,1/1/1850,1/1/1850,English,Hotels--United States--Periodicals.
"Universalist and Ladies' Repository, The",Boston,MA,1/1/1838,6/1/1843,English,Universalism--Periodicals.
"Universalist Cabinet, The",Essex,MA,9/9/1843,1/13/1844,English,Universalism--Periodicals.
"Universalist Family Visitor, The",Contoocookville,NH,1/1/1841,3/2/1842,English,Universalists--Periodicals.
"Universalist Miscellany, The",Boston,MA,7/1/1843,6/1/1849,English,Universalism--Periodicals.
"Universalist Palladium and Ladies' Amulet, The",Portland,ME,3/9/1839,1/23/1841,English,Universalism--Periodicals.
"Universalist Preacher and Evangelical Repository, The",Dayton,OH,4/1/1839,3/1/1841,English,Universalism--Periodicals.
"Universalist Quarterly and General Review, The",Boston,MA,1/1/1844,10/1/1852,English,Universalism--Periodicals.
Universalist Union,New York,NY,1/6/1838,11/6/1847,English,Universalism--Periodicals.Universalists--Periodicals.
"University Magazine, The",Knoxville,TN,11/1/1841,7/1/1843,English,College student periodicals.
V. B. Palmer's Register and Spirit of the Press,Boston,MA,11/1/1849,7/1/1850,English,Literary periodicals.
V.B. Palmer's Bostonian,Boston,MA,2/1/1852,9/1/1852,English,Advertising periodicals.
V.B. Palmer's New Yorker,New York,NY,8/1/1852,8/1/1852,English,Printing and publishing industries periodicals.Advertising periodicals.
Vale's Citizen of the World or Sunday Beacon,New York,NY,11/17/1850,11/23/1851,English,Free thought--Periodicals.
"Valley Farm, The",Rochester,NY,11/1/1852,11/1/1852,English,Literary periodicals.
Vermont Advocate: A Family Periodical; Devoted to Temperance and Agriculture,Middlebury,VT,12/1/1842,12/1/1842,English,Temperance periodicals. Agricultural periodicals.
Vermont Baptist Journal,Middlebury,VT,6/3/1842,6/3/1842,English,Religious periodicals.
Vermont Family Visitor,Montpelier,VT,6/1/1845,5/1/1846,English,Agriculture--Periodicals.
Vermont Observer,Middlebury,VT,12/26/1843,12/26/1843,English,Religious periodicals.
Vermont Religious Observer,Middlebury,VT,8/20/1845,8/20/1845,English,Religious periodicals.
Vermont Temperance Herald,Woodstock,VT,11/19/1845,3/21/1848,English,Temperance periodicals.
Vermont Temperance Star,Montpelier,VT,5/1/1839,10/1/1840,English,Temperance periodicals.
"Vesperus, The",Boston,MA,2/11/1843,8/12/1843,English,Satire--Periodicals.
"Vindicator, The",Boston,MA,10/1/1850,10/1/1850,English,Adventists--Periodicals.
Virginia Colonizationist,Richmond,VA,6/1/1852,9/1/1852,English,Anti-slavery periodicals.
"Virginia Historical Register and Literary Advertiser, The",Richmond,VA,1/1/1848,10/1/1849,English,Literary periodicals.
"Virginia Historical Register and Literary Companion, The",Richmond,VA,1/1/1852,10/1/1852,English,Literary periodicals.
"Virginia Historical Register and Literary Note Book, The",Richmond,VA,1/1/1850,10/1/1851,English,Literary periodicals.
"Vision, A",Topsham,ME,4/7/1847,4/7/1847,English,Adventists--Periodicals.
"Visitor and Lady's Parlor Magazine, The",New York,NY,7/1/1840,6/1/1841,English,Women's periodicals.
"Visitor, The",Boston,MA,10/1/1849,10/1/1849,English,Literary periodicals.
"Voice From the Temple: Isa. LXVI 6, A",Unknown,USA,1/1/1842,1/1/1842,English,Adventists--Periodicals.
"Voice of Elijah, The",Montreal,Quebec,7/21/1843,2/16/1844,English,Adventists--Periodicals.
"Voice of Labor, The",New York,NY,7/14/1846,7/14/1846,English,Labor periodicals.
"Voice of the Prophet or, Pioneer of Truth, The",Philadelphia,PA,12/1/1851,12/1/1851,English,Religious periodicals. Temperance periodicals.
"Voice of Truth and Glad Tidings of the Kingdom at Hand, The",Rochester,NY,2/15/1844,6/23/1847,English,Adventists--Periodicals.
Voice of Warning,Boston,MA,10/1/1842,1/15/1843,English,Religious periodicals.
Voice of Warning,Boston,MA,1/2/1843,1/2/1843,English,Adventists--Periodicals.
Voices of the True Hearted,Philadelphia,PA,11/8/1844,4/1/1846,English,Antislavery movements--Poetry.English literature--Periodicals.American literature--19th century--Periodicals.
"Volunteer, The",Rochester,NY,5/1/1841,5/1/1841,English,Canada --History --Periodicals.
Voree Herald,Voree,WI,6/1/1846,8/1/1846,English,Mormons--Periodicals.
Waldie's Journal of Polite Literature,Philadelphia,PA,1/31/1840,1/31/1840,English,Literature--Periodicals.
Waldie's Octavo Library,Philadelphia,PA,1/2/1838,12/18/1838,English,Literature--Periodicals.
Waldie's Select Circulating Library,Philadelphia,PA,1/1/1838,12/4/1841,English,Literature--Periodicals.
Walhalla,Philadelphia,PA,9/1/1845,9/1/1845,German,German Americans--Periodicals.
"Wampanoag and Operatives' Journal, The",Fall River,MA,4/30/1842,9/17/1842,English,Women in the printing and publishing trades.Working class women--Massachusetts--Periodicals.Women textile workers--Massachusetts--Periodicals.
Washingtonian & Philanthropist,Portsmouth,NH,10/2/1844,10/2/1844,English,Temperance periodicals.
Washingtonian and Banner,Portsmouth,NH,10/13/1842,7/27/1843,English,Temperance periodicals.
Washingtonian and Philanthropist,Portsmouth,NH,12/21/1843,4/25/1844,English,Temperance periodicals.
"Washingtonian Banner, The",Saco,ME,2/23/1842,9/14/1842,English,Temperance periodicals.
Washingtonian Journal,Portland,ME,6/18/1845,7/29/1846,English,Temperance periodicals
"Washingtonian, The",Augusta,ME,7/14/1841,2/16/1842,English,Temperance periodicals.
"Washingtonian: A Journal for the Sons and Daughters of Temperance, The",Boston,MA,7/14/1841,2/16/1842,English,Temperance periodicals.
Watch Tower,Portland,ME,11/20/1852,11/20/1852,English,Religious periodicals.
